election,county,registered_voters,total_votes_cast,absentee_by_mail_voters,early_voters,per_voter_turnout,per_early_voters,per_early_absentee_voters
2020-11-03,Hamblen,37551,24742,1800,14558,0.6588905754840084,0.5883922075822489,0.6611429957157869
2020-11-03,Hamilton,250362,172363,17802,87597,0.6884551169905976,0.5082123193492804,0.6114943462344007
2020-11-03,Hancock,4479,2781,144,1284,0.6208975217682519,0.4617044228694714,0.5134843581445523
2020-11-03,Hardeman,14909,10142,500,6590,0.6802602454893018,0.6497732202721357,0.6990731611122066
2020-11-03,Hardin,16504,11582,608,7076,0.7017692680562287,0.6109480227939906,0.6634432740459334
2020-11-03,Hawkins,34215,24938,1429,15548,0.7288616104047932,0.6234661961664929,0.6807683053973855
2020-11-03,Haywood,10834,7495,728,4398,0.6918035813180727,0.5867911941294196,0.6839226150767178
2020-11-03,Henderson,17153,12104,469,8187,0.7056491575817642,0.6763879709187045,0.7151354923992069
2020-11-03,Henry,20920,15178,1021,9750,0.7255258126195029,0.6423771247858743,0.7096455395967848
2020-11-03,Hickman,14991,9922,496,6440,0.6618637849376292,0.6490626889739972,0.6990526103608143
2020-11-03,Houston,5315,3705,372,2285,0.6970837253057385,0.6167341430499326,0.7171390013495277
2020-11-03,Humphreys,12985,8253,467,5663,0.6355795148247978,0.6861747243426632,0.7427602084090633
2020-11-03,Jackson,8189,5351,358,2770,0.6534375381609476,0.5176602504204821,0.5845636329658008
2020-11-03,Jefferson,32868,23748,1597,15971,0.7225264695144213,0.6725197911403066,0.7397675593734209
2020-11-03,Johnson,10839,7864,482,4914,0.7255281852569425,0.6248728382502543,0.6861648016276704
2020-11-03,Knox,306107,222028,20236,154878,0.7253280715566779,0.6975606680238529,0.7887023258327779
2020-11-03,Lake,3411,2040,91,1433,0.5980650835532102,0.7024509803921568,0.7470588235294118
2020-11-03,Lauderdale,13432,9022,440,6250,0.6716795711733174,0.6927510529816006,0.7415207271115052
2020-11-03,Lawrence,25459,18794,720,11160,0.7382065281432892,0.5938065340002129,0.6321166329679685
2020-11-03,Lewis,8329,5648,328,3738,0.6781126185616521,0.6618271954674221,0.7199008498583569
2020-11-03,Lincoln,21845,15668,737,8634,0.7172350652323186,0.5510594842992086,0.5980980342098545
2020-11-03,Loudon,38566,29517,3484,21282,0.7653632733495825,0.7210082325439577,0.8390419080529864
2020-11-03,Macon,14007,9527,396,7037,0.68015992003998,0.7386375564185997,0.7802036317833526
2020-11-03,Madison,62907,43406,3017,27426,0.6900027024019585,0.6318481315947104,0.7013546514306778
2020-11-03,Marion,19152,13317,727,7141,0.6953320802005013,0.5362318840579711,0.5908237591049035
2020-11-03,Marshall,20388,14934,566,10659,0.7324896998234256,0.7137404580152672,0.7516405517610821
2020-11-03,Maury,64827,46834,3179,30032,0.7224458944575562,0.6412435410172097,0.7091215783405218
2020-11-03,Mcminn,31567,22929,1347,14714,0.7263598061266513,0.6417200924593309,0.7004666579440882
2020-11-03,Mcnairy,15645,11309,440,6812,0.7228507510386705,0.6023521089397825,0.6412591741091166
2020-11-03,Meigs,7882,5559,255,3612,0.7052778482618625,0.6497571505666486,0.6956287101996762
2020-11-03,Monroe,32227,20911,1647,13702,0.6488658578210817,0.6552532160107121,0.734015589880924
2020-11-03,Montgomery,131395,77121,6102,44258,0.5869401423189619,0.5738774134152825,0.6529998314337211
2020-11-03,Moore,5278,3542,72,2643,0.6710875331564987,0.746188594014681,0.7665160926030491
2020-11-03,Morgan,11586,8302,445,4594,0.7165544622820645,0.5533606359913273,0.6069621777884847
2020-11-03,Obion,19209,13590,631,9033,0.7074808683429642,0.6646799116997792,0.7111111111111111
2020-11-03,Overton,14500,10076,483,6666,0.6948965517241379,0.6615720524017468,0.7095077411671298
2020-11-03,Perry,5557,3446,200,2051,0.6201187691200288,0.5951828206616366,0.6532211259431224
2020-11-03,Pickett,4049,2951,162,1631,0.7288219313410719,0.5526940020332091,0.6075906472382243
2020-11-03,Polk,13961,8381,392,4899,0.6003151636702242,0.5845364514974347,0.6313089130175397
2020-11-03,Putnam,47984,33800,2397,19585,0.7044014671557186,0.5794378698224852,0.6503550295857988
2020-11-03,Rhea,20843,13738,767,8644,0.6591181691695054,0.6292036686562819,0.6850342116756442
2020-11-03,Roane,35174,26042,1951,17115,0.7403764143969978,0.6572075877428769,0.7321250287996314
2020-11-03,Robertson,46160,33818,1715,21242,0.7326256499133449,0.6281270329410373,0.6788396711810278
2020-11-03,Rutherford,195784,144677,7894,113166,0.738962325828464,0.7821975849651293,0.8367605078899895
2020-11-03,Scott,14402,9117,574,6056,0.6330370781835856,0.6642535921904135,0.7272128989799276
2020-11-03,Sequatchie,11148,7281,301,4687,0.6531216361679225,0.6437302568328527,0.6850707320423018
2020-11-03,Sevier,70669,43757,3458,24146,0.6191823854872717,0.5518202801837421,0.6308476358068423
2020-11-03,Shelby,590726,384280,26332,302313,0.650521561603857,0.7866998022275424,0.8552227542416988
2020-11-03,Smith,12487,9104,325,6312,0.7290782413710258,0.6933216168717048,0.7290202108963093
2020-11-03,Stewart,9355,6329,318,4294,0.6765366114377338,0.6784642123558224,0.7287091167641018
2020-11-03,Sullivan,107128,74946,5610,50043,0.699593010230752,0.6677207589464415,0.7425746537507005
2020-11-03,Sumner,123782,93159,8189,58464,0.7526053868898548,0.6275722152449039,0.7154756920963085
2020-11-03,Tipton,39281,27468,1050,21011,0.6992693668694789,0.7649264598805883,0.8031527595747779
2020-11-03,Trousdale,5828,4010,151,2904,0.6880576527110501,0.7241895261845387,0.7618453865336658
2020-11-03,Unicoi,11256,8362,475,5735,0.7428926794598436,0.6858407079646017,0.742645300167424
2020-11-03,Union,12152,8159,683,3363,0.6714121132323897,0.4121828655472484,0.4958941046696899
2020-11-03,Van Buren,4746,2922,122,1742,0.6156763590391909,0.5961670088980151,0.6379192334017796
2020-11-03,Warren,22911,16110,762,9863,0.7031556894068351,0.6122284295468653,0.659528243327126
2020-11-03,Washington,85347,60550,5949,37454,0.7094566885772201,0.6185631709331131,0.7168125516102395
2020-11-03,Wayne,9657,6694,300,3733,0.693175934555245,0.5576635793247684,0.6024798326859875
2020-11-03,Weakley,19125,13839,710,9923,0.7236078431372549,0.7170315774261146,0.7683358624178047
2020-11-03,White,16637,11929,700,7297,0.7170162889944101,0.6117025735602314,0.670383100008383
2020-11-03,Williamson,178103,140331,11792,111452,0.7879204729847336,0.7942079797051257,0.8782378804398173
2020-11-03,Wilson,95646,74749,4772,57889,0.7815172615687013,0.7744451430788372,0.8382854620128697
2018-11-06,Anderson,46430,26310,677,16766,0.5666594874003876,0.6372481946028126,0.662979855568225
2018-11-06,Bedford,23813,13148,212,7402,0.552135388233318,0.5629753574688166,0.5790994828110739
2018-11-06,Benton,11117,5381,117,3461,0.48403346226499955,0.6431889983274485,0.6649321687418696
2018-11-06,Bledsoe,8352,4113,94,1155,0.49245689655172414,0.28081692195477753,0.3036712861658157
2018-11-06,Blount,83606,47305,1075,28365,0.5658086740186111,0.599619490540112,0.6223443610611986
2018-11-06,Bradley,66845,34256,515,21693,0.512469145037026,0.6332613264829519,0.6482951891639421
2018-11-06,Campbell,23763,10340,256,5132,0.4351302444977486,0.49632495164410056,0.521083172147002
2018-11-06,Cannon,8617,4691,95,2104,0.5443889984913542,0.4485184395651247,0.4687699850778086
2018-11-06,Carroll,17623,8903,167,4273,0.5051920785337344,0.47995057845669997,0.4987083005728406
2018-11-06,Carter,34026,18865,442,9343,0.5544289660847587,0.4952557646435197,0.5186853962364166
2018-11-06,Cheatham,26003,14582,220,9045,0.5607814482944276,0.6202852832258949,0.6353723769030312
2018-11-06,Chester,10413,5364,106,3197,0.5151253241140882,0.5960104399701716,0.6157718120805369
2018-11-06,Claiborne,18618,8625,206,4659,0.4632613599742185,0.5401739130434783,0.5640579710144927
2018-11-06,Clay,5751,2608,81,1354,0.45348635019996525,0.5191717791411042,0.5502300613496932
2018-11-06,Cocke,22285,10564,284,5649,0.474040834642136,0.5347406285497918,0.5616243847027641
2018-11-06,Coffee,31630,17151,243,9609,0.5422383812835915,0.5602588770334092,0.5744271471051251
2018-11-06,Crockett,8008,4565,58,2365,0.570054945054945,0.5180722891566265,0.5307776560788608
2018-11-06,Cumberland,41799,24111,755,14597,0.5768319816263547,0.6054083198540086,0.6367218282111899
2018-11-06,Davidson,427577,245860,4096,156364,0.5750075425011167,0.6359879606279997,0.6526478483689905
2018-11-06,Decatur,7242,3903,109,2132,0.5389395194697597,0.5462464770689214,0.574173712528824
2018-11-06,Dekalb,11735,6043,125,3015,0.5149552620366425,0.49892437531027634,0.5196094654972696
2018-11-06,Dickson,31916,16874,373,8719,0.5287003383882692,0.5167121014578642,0.5388171150883015
2018-11-06,Dyer,21637,11273,142,6538,0.5210056847067523,0.5799698394393684,0.5925663088796239
2018-11-06,Fayette,28318,17360,206,9384,0.6130376439014055,0.5405529953917051,0.5524193548387096
2018-11-06,Fentress,12102,6493,145,4213,0.5365228887787142,0.6488526105036193,0.6711843523794856
2018-11-06,Franklin,24871,14047,303,7381,0.5647943387881469,0.5254502740798747,0.5470207161671531
2018-11-06,Gibson,29608,16389,234,7436,0.5535328289651446,0.453718957837574,0.467996827140155
2018-11-06,Giles,19114,9738,198,5344,0.5094694987966936,0.5487779831587595,0.5691107003491477
2018-11-06,Grainger,13722,6952,191,3377,0.5066316863430986,0.48575949367088606,0.5132336018411968
2018-11-06,Greene,42246,20742,583,9209,0.4909813946882545,0.44397840131134897,0.47208562337286664
2018-11-06,Grundy,7711,3820,81,1812,0.49539618726494616,0.4743455497382199,0.4955497382198953
2018-11-06,Hamblen,35119,17596,368,9617,0.5010393234431504,0.5465446692430098,0.567458513298477
2018-11-06,Hamilton,255759,134494,2778,65212,0.5258622374970187,0.48486921349651285,0.5055244100108555
2018-11-06,Hancock,4805,1837,64,764,0.3823100936524454,0.41589548176374525,0.45073489384866633
2018-11-06,Hardeman,14231,7677,187,4041,0.5394561169278336,0.5263774912075029,0.5507359645694933
2018-11-06,Hardin,16034,8298,135,4316,0.5175252588249969,0.5201253314051578,0.5363943118823813
2018-11-06,Hawkins,31525,17694,362,9682,0.561268834258525,0.547191138238951,0.5676500508646999
2018-11-06,Haywood,10832,5971,281,3305,0.5512370753323486,0.5535086250209346,0.6005694188578128
2018-11-06,Henderson,16697,8753,141,4919,0.5242259088459005,0.5619787501428082,0.5780875128527362
2018-11-06,Henry,19798,10977,213,6201,0.5544499444388322,0.5649084449303088,0.5843126537305274
2018-11-06,Hickman,13619,7053,118,3881,0.5178794331448712,0.5502622997306111,0.5669927690344534
2018-11-06,Houston,5433,2790,149,1505,0.5135284373274434,0.5394265232974911,0.592831541218638
2018-11-06,Humphreys,12576,5947,178,3674,0.4728848600508906,0.617790482596267,0.6477215402724062
2018-11-06,Jackson,8179,3972,124,1678,0.48563394057953296,0.42245720040281975,0.45367573011077544
2018-11-06,Jefferson,31725,16314,395,9442,0.5142316784869977,0.578766703444894,0.602979036410445
2018-11-06,Johnson,11220,5990,160,3504,0.533868092691622,0.584974958263773,0.6116861435726211
2018-11-06,Knox,318167,167589,3856,114515,0.5267328164140216,0.6833085703715638,0.7063172403916724
2018-11-06,Lake,3722,1528,36,897,0.4105319720580333,0.5870418848167539,0.6106020942408377
2018-11-06,Lauderdale,13362,6788,242,3962,0.5080077832659782,0.5836770771950501,0.6193282262816735
2018-11-06,Lawrence,24224,13129,171,6026,0.5419831571994715,0.45898392870744154,0.47200853073349075
2018-11-06,Lewis,7673,4084,116,2318,0.5322559624657891,0.5675808031341821,0.5959843290891284
2018-11-06,Lincoln,20215,10650,146,5198,0.526836507543903,0.48807511737089204,0.5017840375586854
2018-11-06,Loudon,35464,21879,817,15468,0.6169354838709677,0.7069792952145894,0.7443210384386855
2018-11-06,Macon,12777,6424,92,4208,0.5027784299913908,0.6550435865504358,0.6693648816936488
2018-11-06,Madison,59407,33255,787,18879,0.5597825172117764,0.5677041046459179,0.5913697188392723
2018-11-06,Marion,17674,9318,174,4254,0.5272151182528008,0.4565357372826787,0.4752092723760464
2018-11-06,Marshall,17810,10110,145,5709,0.5676586187535093,0.5646884272997033,0.5790306627101879
2018-11-06,Maury,59201,32866,478,19242,0.5551595412239658,0.5854682650763707,0.6000121706322643
2018-11-06,Mcminn,31474,16034,326,8279,0.5094363601702993,0.5163402769115629,0.5366720718473245
2018-11-06,Mcnairy,15410,8242,149,4076,0.5348475016223232,0.4945401601553021,0.5126182965299685
2018-11-06,Meigs,7503,3840,84,2111,0.5117952818872451,0.5497395833333333,0.5716145833333334
2018-11-06,Monroe,29571,14710,684,8021,0.497446822900815,0.5452753229095854,0.5917743031951054
2018-11-06,Montgomery,109727,52455,1198,30231,0.47805006971848313,0.5763225621961682,0.5991611857782861
2018-11-06,Moore,4976,2501,62,1360,0.502612540192926,0.5437824870051979,0.5685725709716114
2018-11-06,Morgan,10675,5715,142,2648,0.5353629976580796,0.46334208223972,0.4881889763779528
2018-11-06,Obion,19766,9692,173,5387,0.490336942224021,0.5558192323565827,0.5736690053652497
2018-11-06,Overton,13694,7321,164,3976,0.5346136994304075,0.5430952055730092,0.5654965168692802
2018-11-06,Perry,5188,2486,56,1269,0.4791827293754819,0.5104585679806919,0.5329847144006437
2018-11-06,Pickett,4021,2300,81,1112,0.5719970156677443,0.4834782608695652,0.518695652173913
2018-11-06,Polk,13237,5866,134,2369,0.44315177154944474,0.4038527105352881,0.4266962154790317
2018-11-06,Putnam,42763,24596,477,14035,0.5751701237050721,0.5706212392258904,0.5900146365262644
2018-11-06,Rhea,18825,9530,224,4966,0.5062416998671979,0.5210912906610703,0.5445960125918153
2018-11-06,Roane,32844,19582,446,11972,0.5962123980026793,0.6113777959350424,0.6341538147278113
2018-11-06,Robertson,42260,24296,328,12416,0.5749171793658305,0.5110306223246625,0.5245307869608166
2018-11-06,Rutherford,173083,99744,1192,65064,0.5762784328905786,0.6523099133782483,0.664260506897658
2018-11-06,Scott,13782,5585,189,2730,0.4052387171673197,0.4888093106535363,0.5226499552372427
2018-11-06,Sequatchie,10233,5063,68,2743,0.49477181667155284,0.5417736519849892,0.5552044242543946
2018-11-06,Sevier,63274,30381,646,14608,0.4801498245724942,0.48082683255982356,0.5020901221157961
2018-11-06,Shelby,579034,295810,3617,188219,0.5108681010096126,0.6362834251715628,0.6485108684628647
2018-11-06,Smith,11830,6616,87,3726,0.5592561284868978,0.563180169286578,0.5763301088270859
2018-11-06,Stewart,8602,4531,149,2710,0.5267379679144385,0.5981019642463032,0.6309865371882587
2018-11-06,Sullivan,96284,54944,1238,33605,0.5706451746915375,0.6116227431566686,0.6341547757716948
2018-11-06,Sumner,109371,66016,1159,34795,0.6035969315449251,0.5270691953465827,0.5446255453223461
2018-11-06,Tipton,36806,19636,226,12825,0.5334999728305168,0.6531370951313913,0.6646465675290283
2018-11-06,Trousdale,5360,2669,36,1660,0.49794776119402984,0.6219557886849008,0.6354439865118022
2018-11-06,Unicoi,10635,6371,128,3930,0.599059708509638,0.6168576361638676,0.6369486736776017
2018-11-06,Union,10948,5317,257,1602,0.4856594811837779,0.30129772428060936,0.34963325183374083
2018-11-06,Van Buren,4637,2267,24,1170,0.488893681259435,0.5161005734450816,0.5266872518747243
2018-11-06,Warren,21773,11574,155,6358,0.5315758048959721,0.5493347157421807,0.5627268014515293
2018-11-06,Washington,77903,45543,1070,25205,0.5846116324146695,0.5534330193443558,0.5769272994752213
2018-11-06,Wayne,9650,4804,106,2352,0.4978238341968912,0.48959200666111574,0.5116569525395503
2018-11-06,Weakley,18203,10045,209,5209,0.5518321155853431,0.5185664509706321,0.5393728222996516
2018-11-06,White,15378,8523,189,4708,0.554233320327741,0.5523876569283116,0.5745629473190191
2018-11-06,Williamson,156065,106046,1906,73100,0.6794989267292474,0.6893235011221546,0.707296833449635
2018-11-06,Wilson,84828,53418,755,35083,0.629721318432593,0.6567636377251114,0.6708974502976525
2016-11-08,Anderson,47195,30509,1050,20488,0.646445598050641,0.6715395457078239,0.7059556196532171
2016-11-08,Bedford,24887,15489,282,10120,0.6223731265319243,0.6533669055458713,0.6715733746529795
2016-11-08,Benton,10755,6388,163,4304,0.59395629939563,0.6737633061991234,0.6992798998121478
2016-11-08,Bledsoe,8285,4755,163,1403,0.5739287869643935,0.2950578338590957,0.32933753943217664
2016-11-08,Blount,79595,53303,1510,32949,0.6696777435768578,0.6181453201508358,0.6464739320488528
2016-11-08,Bradley,65892,39062,766,27379,0.5928185515692345,0.7009113716655573,0.7205212226716502
2016-11-08,Campbell,24333,12808,307,6864,0.5263633748407512,0.5359150530918176,0.5598844472204872
2016-11-08,Cannon,8805,5359,133,2626,0.6086314593980693,0.4900167941780183,0.5148348572494869
2016-11-08,Carroll,18056,10555,251,5363,0.5845702259636686,0.5081004263382283,0.5318806252960682
2016-11-08,Carter,33589,21319,648,10971,0.6347018369108934,0.5146113795206154,0.5450068014447207
2016-11-08,Cheatham,24432,16173,329,10984,0.6619597249508841,0.6791566190564521,0.6994991652754591
2016-11-08,Chester,10792,6629,177,4087,0.6142512972572276,0.6165334137879016,0.6432342736461004
2016-11-08,Claiborne,19792,10940,307,6415,0.5527485852869847,0.5863802559414991,0.6144424131627056
2016-11-08,Clay,5702,2951,94,1515,0.5175377060680463,0.5133852931209759,0.5452389020670959
2016-11-08,Cocke,22791,12273,324,6685,0.5385020402790576,0.5446915994459383,0.5710910127923083
2016-11-08,Coffee,32656,20172,409,12351,0.6177119059284665,0.6122843545508626,0.6325599841364268
2016-11-08,Crockett,8490,5458,92,3074,0.6428739693757362,0.5632099670208868,0.5800659582264566
2016-11-08,Cumberland,40339,26694,1060,16810,0.6617417387639754,0.6297295272345845,0.6694388252041658
2016-11-08,Davidson,405956,252830,5571,172938,0.6228014858753166,0.6840090179171775,0.7060435865996915
2016-11-08,Decatur,7352,4639,139,2696,0.6309847660500544,0.5811597327010132,0.6111230868721708
2016-11-08,Dekalb,11686,7015,205,3729,0.6002909464316276,0.5315751960085531,0.5607982893799002
2016-11-08,Dickson,30720,19007,610,10866,0.6187174479166667,0.5716841163781765,0.6037775556373968
2016-11-08,Dyer,21998,13428,217,8620,0.6104191290117283,0.6419422103068215,0.658102472445636
2016-11-08,Fayette,28063,19554,307,12727,0.6967893667818836,0.6508642732944666,0.6665643858034161
2016-11-08,Fentress,12259,7466,200,4742,0.60902194306224,0.6351459951781409,0.661934101259041
2016-11-08,Franklin,25583,16556,445,9224,0.6471484970488215,0.5571394056535395,0.5840178787146654
2016-11-08,Gibson,30499,19715,324,10081,0.6464146365454605,0.5113365457773269,0.5277707329444585
2016-11-08,Giles,18945,11213,244,6608,0.5918712061229876,0.5893159725318826,0.6110764291447427
2016-11-08,Grainger,14986,8163,244,4343,0.5447083945015347,0.5320347911307117,0.5619257625872841
2016-11-08,Greene,41747,23833,762,10762,0.5708913215320861,0.4515587630596232,0.4835312381991356
2016-11-08,Grundy,7695,4847,104,2308,0.6298895386614685,0.47617082731586546,0.49762739839075715
2016-11-08,Hamblen,35185,20907,484,12837,0.5942020747477619,0.6140048787487444,0.637155019849811
2016-11-08,Hamilton,247712,145049,4035,70716,0.5855549993540886,0.48753179959875625,0.5153499851774228
2016-11-08,Hancock,4966,2290,77,909,0.4611357229158276,0.39694323144104804,0.43056768558951963
2016-11-08,Hardeman,14781,9405,462,5227,0.6362898315404911,0.5557682083997874,0.6048910154173313
2016-11-08,Hardin,16213,10053,222,5669,0.6200579781656695,0.5639112702675818,0.585994230577937
2016-11-08,Hawkins,32571,21004,481,12575,0.6448681342298364,0.5986954865739859,0.62159588649781
2016-11-08,Haywood,11154,6964,337,4274,0.6243500089653936,0.6137277426766227,0.6621194715680643
2016-11-08,Henderson,17429,10393,233,6528,0.5963050088932239,0.6281150774559799,0.650534013278168
2016-11-08,Henry,20350,13042,340,7784,0.6408845208845209,0.5968409753105351,0.6229105965342738
2016-11-08,Hickman,14254,7944,194,4452,0.5573172442823067,0.5604229607250756,0.5848439073514602
2016-11-08,Houston,5268,3250,165,1851,0.6169324221716022,0.5695384615384615,0.6203076923076923
2016-11-08,Humphreys,12890,7320,243,4729,0.5678820791311094,0.6460382513661203,0.6792349726775956
2016-11-08,Jackson,8782,4511,139,1926,0.5136643133682532,0.42695632897362,0.45776989581024163
2016-11-08,Jefferson,30968,19312,856,11669,0.6236114699044175,0.6042357083678542,0.6485604805302403
2016-11-08,Johnson,11242,6643,239,3974,0.5909090909090909,0.598223694114105,0.6342014150233328
2016-11-08,Knox,305106,184843,5235,136639,0.6058320714767982,0.7392165242935897,0.7675378564511505
2016-11-08,Lake,3785,1994,59,1138,0.5268163804491414,0.5707121364092277,0.6003009027081244
2016-11-08,Lauderdale,13758,8131,317,4804,0.5910015990696322,0.5908252367482475,0.6298118312630673
2016-11-08,Lawrence,24585,15834,271,7926,0.6440512507626601,0.5005683971201212,0.517683465959328
2016-11-08,Lewis,7710,4677,129,2796,0.6066147859922179,0.5978191148171905,0.6254008980115459
2016-11-08,Lincoln,20817,13494,310,7284,0.6482202046404381,0.539795464650956,0.5627686379131466
2016-11-08,Loudon,34079,23861,1304,17546,0.7001672584289446,0.7353421901848204,0.78999203721554
2016-11-08,Macon,12677,7562,124,5156,0.5965133706712945,0.681830203649828,0.6982279820153399
2016-11-08,Madison,62935,38868,1137,24561,0.6175895765472312,0.6319079962951528,0.6611608521148503
2016-11-08,Marion,17807,11016,291,4996,0.6186331218060314,0.45352214960058096,0.4799382716049383
2016-11-08,Marshall,18461,11570,227,7157,0.6267266128595418,0.6185825410544512,0.6382022471910113
2016-11-08,Maury,55500,35727,658,23504,0.6437297297297297,0.6578777955048003,0.6762952388949534
2016-11-08,Mcminn,31310,19134,450,11716,0.6111146598530821,0.6123131598202153,0.635831504128776
2016-11-08,Mcnairy,16133,10156,244,5407,0.6295171387838592,0.5323946435604568,0.5564198503347775
2016-11-08,Meigs,7466,4355,119,2566,0.5833110099115992,0.5892078071182549,0.616532721010333
2016-11-08,Monroe,29153,17445,937,10106,0.5983946763626385,0.5793063915161938,0.6330180567497851
2016-11-08,Montgomery,111231,58286,2699,34156,0.5240085947262904,0.5860069313385718,0.6323130768966819
2016-11-08,Moore,4813,2956,55,1789,0.6141699563681695,0.6052097428958051,0.6238159675236806
2016-11-08,Morgan,12336,6839,193,3491,0.55439364461738,0.5104547448457377,0.5386752449188478
2016-11-08,Obion,19112,12355,308,7588,0.6464524905818334,0.6141643059490085,0.6390934844192635
2016-11-08,Overton,14265,8356,208,4824,0.5857693655800912,0.5773097175682145,0.6022020105313547
2016-11-08,Perry,5403,2881,72,1343,0.5332222839163427,0.46615758417216246,0.4911489066296425
2016-11-08,Pickett,4022,2662,115,1258,0.6618597712580806,0.47257700976709244,0.5157776108189331
2016-11-08,Polk,12820,7107,209,3149,0.5543681747269891,0.4430842831011679,0.47249190938511326
2016-11-08,Putnam,42874,27500,696,17119,0.6414143770117088,0.6225090909090909,0.6478181818181818
2016-11-08,Rhea,20025,11290,325,6502,0.5637952559300874,0.5759078830823737,0.6046944198405668
2016-11-08,Roane,34557,22143,665,14277,0.6407674277281014,0.6447635821704376,0.6747956464797001
2016-11-08,Robertson,41579,27374,477,15981,0.6583611919478582,0.5838021480236721,0.6012274420983414
2016-11-08,Rutherford,167336,108612,1826,77590,0.6490653535401826,0.7143777851434464,0.7311899237653298
2016-11-08,Scott,13920,7203,260,3934,0.5174568965517241,0.5461613216715258,0.5822573927530196
2016-11-08,Sequatchie,9706,5748,92,3214,0.5922110035029878,0.559151009046625,0.5751565762004175
2016-11-08,Sevier,62214,36655,981,19868,0.589176069694924,0.5420270085936434,0.5687900695675897
2016-11-08,Shelby,567545,341731,5883,237763,0.6021214176849413,0.6957607006680693,0.7129759957393388
2016-11-08,Smith,12006,7505,135,4624,0.625104114609362,0.6161225849433711,0.6341105929380413
2016-11-08,Stewart,8670,5336,234,3306,0.6154555940023068,0.6195652173913043,0.6634182908545727
2016-11-08,Sullivan,96771,63449,2101,43503,0.6556613034896819,0.6856372834875254,0.7187504925215528
2016-11-08,Sumner,109504,72251,1811,44078,0.659802381648159,0.6100676807241422,0.6351330777428686
2016-11-08,Tipton,40533,23687,367,16983,0.5843880295068216,0.7169755562122684,0.7324692869506481
2016-11-08,Trousdale,5375,3203,70,2114,0.595906976744186,0.660006244146113,0.6818607555416797
2016-11-08,Unicoi,11120,7282,214,4613,0.6548561151079136,0.6334798132381214,0.6628673441362263
2016-11-08,Union,11810,6306,300,2291,0.5339542760372565,0.3633047890897558,0.41087852838566447
2016-11-08,Van Buren,4506,2447,51,1248,0.5430537061695517,0.510012259910094,0.5308541070698815
2016-11-08,Warren,21953,13844,203,8487,0.6306199608253997,0.6130453626119619,0.6277087546951748
2016-11-08,Washington,79139,50432,1418,29527,0.6372584945475682,0.5854814403553299,0.6135985088832487
2016-11-08,Wayne,10465,5893,150,2957,0.5631151457238414,0.501781774987273,0.5272357033768879
2016-11-08,Weakley,18753,12365,305,7381,0.6593611688796459,0.5969268095430651,0.6215932066316215
2016-11-08,White,16144,10016,255,5926,0.6204162537165511,0.5916533546325878,0.6171126198083067
2016-11-08,Williamson,150089,108234,2762,81124,0.7211321282705595,0.7495241790934457,0.7750429624702034
2016-11-08,Wilson,80800,57466,1003,41328,0.7112128712871287,0.7191730762537848,0.736626875021752
2014-11-04,Anderson,48964,18693,361,9296,0.3817702802058655,0.4972984539667255,0.516610495907559
2014-11-04,Bedford,24266,8069,94,3479,0.332522871507459,0.4311562771099269,0.4428057999752138
2014-11-04,Benton,11728,3877,60,2059,0.3305763983628922,0.5310807325251483,0.5465566159401599
2014-11-04,Bledsoe,8971,2728,63,559,0.3040909597592242,0.20491202346041057,0.2280058651026393
2014-11-04,Blount,74119,30974,414,11914,0.417895546351138,0.3846451862852715,0.39801123522954734
2014-11-04,Bradley,62417,21121,211,10776,0.33838537577903455,0.5102031153827944,0.5201931726717485
2014-11-04,Campbell,24441,6787,98,2487,0.27768912892271186,0.36643583321054957,0.38087520259319285
2014-11-04,Cannon,8732,3056,62,853,0.3499770957398076,0.2791230366492147,0.2994109947643979
2014-11-04,Carroll,18589,6532,127,2365,0.35139060734843186,0.36206368646662584,0.38150642988364974
2014-11-04,Carter,32568,11396,287,3965,0.34991402603782856,0.34792909792909793,0.3731133731133731
2014-11-04,Cheatham,25287,8993,117,4045,0.3556372839799106,0.44979428444345604,0.46280440342488605
2014-11-04,Chester,10409,3545,73,1308,0.34057066000576425,0.3689703808180536,0.3895627644569817
2014-11-04,Claiborne,19617,5546,142,2179,0.28271397257480757,0.39289578074287773,0.41849981968986655
2014-11-04,Clay,5918,1604,39,664,0.2710375126732004,0.4139650872817955,0.4382793017456359
2014-11-04,Cocke,22729,7589,148,3731,0.33389062431255223,0.4916326261694558,0.5111345368296218
2014-11-04,Coffee,32021,11935,109,5233,0.37272414977670904,0.4384583158776707,0.44759111855886047
2014-11-04,Crockett,8904,3134,28,1227,0.35197663971248877,0.3915124441608169,0.40044671346522015
2014-11-04,Cumberland,40029,17145,379,9543,0.4283144720077943,0.5566054243219598,0.578710994459026
2014-11-04,Davidson,372404,141340,1324,65391,0.3795340544140235,0.4626503466817603,0.4720178293476723
2014-11-04,Decatur,7500,2417,56,966,0.32226666666666665,0.399669011170873,0.42283822920976416
2014-11-04,Dekalb,13076,3934,88,1496,0.30085653104925053,0.3802745297407219,0.40264361972547025
2014-11-04,Dickson,30242,10859,279,4245,0.3590701673169764,0.3909199742149369,0.41661294778524727
2014-11-04,Dyer,22571,7759,57,3697,0.3437596916397147,0.47647892769686817,0.483825235210723
2014-11-04,Fayette,27131,10965,90,3820,0.40415023404961115,0.3483812129502964,0.35658914728682173
2014-11-04,Fentress,12948,3449,50,1620,0.2663731850478838,0.4697013627138301,0.48419831835314586
